Month,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location,Gross Floor Area - Buildings (sq ft)_log,Gross Floor Area - Buildings (sq ft)_sqrt,# of Buildings_log,# of Buildings_sqrt,Electricity Use (kBtu)_log,Electricity Use (kBtu)_sqrt,Natural Gas Use (kBtu)_log,Natural Gas Use (kBtu)_sqrt,Site EUI (kBtu/sq ft)_log,Site EUI (kBtu/sq ft)_sqrt,Source EUI (kBtu/sq ft)_log,Source EUI (kBtu/sq ft)_sqrt,Weather Normalized Site EUI (kBtu/sq ft)_log,Weather Normalized Site EUI (kBtu/sq ft)_sqrt,Weather Normalized Source EUI (kBtu/sq ft)_log,Weather Normalized Source EUI (kBtu/sq ft)_sqrt,Total GHG Emissions (Metric Tons CO2e)_log,Total GHG Emissions (Metric Tons CO2e)_sqrt,GHG Intensity (kg CO2e/sq ft)_sqrt,Reporting Status_Not Submitted,Reporting Status_Submitted Data
Jan,129621,Chalet Living and Rehab,Submitted Data,7350 7352 N SHERIDAN RD,60626.0,1.0,False,ROGERS PARK,Senior Living Community,77004.0,1976.0,1.0,7.0,3786934.1,11175808.0,223.3,333.4,238.0,347.3,1184.6,17.7,42.01036185,-87.66829765,"(42.01036185, -87.66829765)",11.251625633792566,277.4959459163323,0.6931471805599453,1.0,15.147067569161164,1946.0046505597052,16.229262089579624,3343.0237809504138,5.412984441526163,14.943225890014512,5.812337881210547,18.259244234085923,5.476463551931511,15.427248620541512,5.853064177371955,18.635986692418516,7.078004254541822,34.41801853680714,4.207136793592526,False,True
Jan,250020,Gage Park,Submitted Data,2411 W 55th St,60632.0,2.0,False,GAGE PARK,Other - Recreation,64960.0,1926.0,1.0,86.8,847144.0,6955745.2,132.3,164.1,142.2,174.5,501.7,8.5,41.79382847,-87.68432907,"(41.79382847, -87.68432907)",11.081542368805742,254.87251715318385,0.6931471805599453,1.0,13.649627151426357,920.4042590079644,15.755078667304176,2637.37467948716,4.892602227184663,11.502173707608488,5.1065513509260825,12.810152223919902,4.964242254526545,11.924764148611073,5.167639042905921,13.209844813622906,6.21999357069853,22.398660674245683,2.9154759474226504,False,True
Jan,254001,Bricktown Square,Submitted Data,4434 4444 N Damen Ave,60625.0,2.5,False,North Center,Multifamily Housing,53800.0,2006.0,1.0,51.0,2985049.6,5693982.0,78.2,129.2,81.2,133.1,768.3,6.9,41.9720897,-87.70256,"(41.9720897, -87.70256)",10.893047333337728,231.94827009486403,0.6931471805599453,1.0,14.90912725608895,1727.7296084746595,15.554920561216788,2386.2066130157295,4.37197629882038,8.843076387773658,4.869071729774468,11.366617790706258,4.409155302062135,9.011104260855047,4.898585790287632,11.536897329871667,6.645481010464889,27.718225051398942,2.6267851073127395,False,True
Jan,251757,"Thorp Scholastic Academy, Ole A -CPS",Submitted Data,6024 W Warwick Ave,60634.0,4.0,False,DUNNING,K-12 School,93200.0,1918.0,1.0,61.0,1246831.5,5832379.9,76.0,103.2,86.5,114.3,504.4,5.4,41.94895308,-87.77785435,"(41.94895308, -87.77785435)",11.442513730229855,305.28675044947494,0.6931471805599453,1.0,14.036116893266419,1116.6160933821436,15.578935862609221,2415.0320701804358,4.343805421853684,8.717797887081348,4.646312129319266,10.158740079360236,4.471638793363569,9.300537618869138,4.747537427275013,10.691117808723277,6.2253501949540935,22.45885126180767,2.32379000772445,False,True
Jan,250165,River East Center Campus,Submitted Data,322 E Illinois St,60611.0,1.0,False,NEAR NORTH SIDE,Mixed Use Property,1975361.0,2001.0,1.0,20.0,64410587.3,102156516.4,110.2,190.3,111.5,191.4,15478.5,10.2,41.8914469,-87.61889748,"(41.8914469, -87.61889748)",14.49626223066083,1405.4753644230125,0.6931471805599453,1.0,17.980788592156255,8025.62068004712,18.44201667944422,10107.250684533357,4.711330381816482,10.497618777608569,5.253842876446207,13.794926603646719,4.722953221644475,10.559356040971437,5.259576538231606,13.83473888441701,9.647271846880468,124.41261993865413,3.1937438845342623,False,True
Jan,157100,Bricktown Square,Submitted Data,1611  W DIVISION ST,60622.0,4.0,False,WEST TOWN,Multifamily Housing,112734.0,2013.0,1.0,81.0,2292017.8,4175204.4,59.4,99.2,59.8,100.2,579.5,5.3,41.90225377,-87.68447845,"(41.90225377, -87.68447845)",11.632795210820612,335.7588420280246,0.6931471805599453,1.0,14.644943559226409,1513.9411481296095,15.244674112661722,2043.3316911358272,4.100989104940769,7.707139547199077,4.607168188650764,9.959919678390985,4.107589788972121,7.733045971672482,4.617098756853365,10.009995004993758,6.3638898011379466,24.072806234421446,2.3021728866442674,False,True
Jan,101722,500 W Monroe,Submitted Data,500 W Monroe,60661.0,1.0,False,NEAR WEST SIDE,Office,1554884.0,1992.0,1.0,29.0,98139027.4,10225237.279999997,85.5,239.3,92.1,257.8,15316.5,13.3,41.880609,-87.639778,"(41.880609, -87.639778)",14.256912145876743,1246.949878704032,0.6931471805599453,1.0,18.401895688434372,9906.514392055362,16.140369563289095,3197.6924930330615,4.460144413937834,9.246621004453464,5.481888142742423,15.469324484281788,4.533674184283021,9.596874491208062,5.556055562626746,16.056151469141042,9.63675124459981,123.75984809299015,3.646916505762094,False,True
Jan,101815,Bricktown Square,Submitted Data,4845 4859 N MAGNOLIA AVE,60640.0,4.0,False,UPTOWN,Multifamily Housing,50986.0,1916.0,1.0,75.0,417741.4,3243596.1,71.8,89.7,76.5,94.7,237.5,4.7,41.97223008,-87.6645957,"(41.97223008, -87.6645957)",10.839325977252653,225.80079716422614,0.6931471805599453,1.0,12.942620253593168,646.3291730998997,14.99219348798382,1800.9986396441282,4.28771595520264,8.473488065725943,4.507557357121091,9.47100839404126,4.350277936359301,8.74642784226795,4.5612182984589085,9.731392500562292,5.474369310328396,15.411035007422441,2.16794833886788,False,True
Jan,251714,Lloyd Elementary -CPS,Submitted Data,2103 N Lamon Ave,60639.0,2.5,False,BELMONT CRAGIN,K-12 School,150436.0,1907.0,1.0,32.0,4506708.5,7731610.1,81.4,137.8,88.0,144.8,1114.0,7.4,41.91901757,-87.74788079,"(41.91901757, -87.74788079)",11.921299670880519,387.86079977228945,0.6931471805599453,1.0,15.321077844303685,2122.9009633046944,15.860827820580319,2780.5772961743032,4.411585436915426,9.02219485491197,4.933034048072704,11.738824472663351,4.48863636973214,9.38083151964686,4.982235819574558,12.033287165193059,7.016609683894219,33.37663853655727,2.7202941017470885,False,True
Jan,175477,Bricktown Square,Submitted Data,1617 1633 W BELMONT AVE,60657.0,3.0,False,LAKE VIEW,Multifamily Housing,56880.0,1928.0,1.0,47.0,652896.4,4629361.5,92.9,117.6,103.1,127.7,347.8,6.1,41.9398511,-87.65844752,"(41.9398511, -87.65844752)",10.948716645194592,238.49528297222147,0.6931471805599453,1.0,13.389175274933683,808.0200492562051,15.347929727597537,2151.595105962086,4.542230386214217,9.638464608017193,4.775756486563625,10.844353369380768,4.645351975620923,10.153817016275209,4.857484114602081,11.30044246921332,5.8544986920348245,18.649396773086256,2.4698178070456938,False,True
Jan,112141,Bricktown Square,Submitted Data,3470  N LAKE SHORE DR,60657.0,3.0,False,LAKE VIEW,Multifamily Housing,155144.0,1968.0,1.0,67.0,2550176.6,7203545.7,73.6,111.0,77.6,115.2,780.6,5.9,41.9398511,-87.65844752,"(41.9398511, -87.65844752)",11.952115442480014,393.88323142779257,0.6931471805599453,1.0,14.75167356176819,1596.9272369146943,15.790084059922323,2683.9421938633477,4.312140507209715,8.579044235810887,4.718498871295094,10.535653752852738,4.364371699435161,8.809086218218097,4.755312844417811,10.73312629199899,6.661343100728573,27.939219745726614,2.4289915602982237,False,True
Jan,101910,Michael A. Bilandic Building,Submitted Data,160 N LaSalle St,60601.0,4.0,False,LOOP,Office,464498.0,1920.0,1.0,79.0,13045901.7,12600101.5,55.2,107.1,57.7,109.8,2705.3,5.8,41.88474397,-87.63249596,"(41.88474397, -87.63249596)",13.048714684381183,681.5409011937581,0.6931471805599453,1.0,16.38398467308562,3611.9110869455244,16.34921550680925,3549.662167023786,4.028916756899646,7.429670248402684,4.683056724645162,10.348912986396204,4.072439726834051,7.5960516059331775,4.707726774313183,10.478549517943788,7.903337667330703,52.0124984979572,2.4083189157584592,False,True
Jan,159419,"Fifth Praire Shores, LLC",Submitted Data,2801 S King Dr,60616.0,1.0,False,DOUGLAS,Multifamily Housing,289267.0,1960.0,1.0,21.0,4709257.4,32647070.7,129.1,164.1,137.5,172.9,2469.0,8.5,41.84364282,-87.61673336,"(41.84364282, -87.61673336)",12.57510887302465,537.8354767026809,0.6931471805599453,1.0,15.365041001366398,2170.082348667903,17.30126572206883,5713.7615193495785,4.86830338551846,11.36221809331259,5.1065513509260825,12.810152223919902,4.930870325627393,11.726039399558575,5.158480421360237,13.149144458861192,7.8119734296220225,49.68903299521938,2.9154759474226504,False,True
Jan,256550,NEMA Chicago,Submitted Data,1200 S Indiana Ave,60605.0,3.5,False,Near South Side,Multifamily Housing,1343820.0,2019.0,1.0,60.0,32621765.2,38781158.3,64.3,118.9,65.2,117.8,7151.1,6.4,41.865858,-87.6195328,"(41.865858, -87.6195328)",14.111027606671577,1159.2325047202567,0.6931471805599453,1.0,17.300490298387874,5711.546655679178,17.473445101607354,6227.45199098315,4.178992036282385,8.018728078691781,4.786658062033468,10.904127658827184,4.192680462942962,8.07465169527454,4.777441406928545,10.853570840972107,8.87516129885851,84.56417681264331,2.5298221281347035,False,True
Jan,255023,Clybourn1200,Submitted Data,454 W DIVISION ST,60610.0,2.0,False,Near North Side,Multifamily Housing,159968.0,2017.0,1.0,50.0,3595190.0,6327708.9,75.4,126.9,77.9,130.5,897.2,6.8,41.9037676,-87.63983401,"(41.9037676, -87.63983401)",11.982735325444008,399.95999799979995,0.6931471805599453,1.0,15.095107677072285,1896.0986261268163,15.660448943510243,2515.493768626748,4.335982696172475,8.683317338436964,4.851248708584797,11.264990013311152,4.368181227851829,8.826097665446492,4.879006851617819,11.423659658795863,6.800392760653637,29.953296980466106,2.6076809620810595,False,True
Jan,166122,"Rudolph, Wilma Elementary Learning Center/ Hope Institute -CPS",Submitted Data,1628 W Washington Blvd,60612.0,4.0,False,NEAR WEST SIDE,K-12 School,263250.0,1928.0,1.0,79.0,4772375.0,7730980.2,47.5,81.6,49.4,83.6,1155.5,4.4,41.88332,-87.667592,"(41.88332, -87.667592)",12.480863228659473,513.078941294612,0.6931471805599453,1.0,15.37835485205487,2184.5766180200685,15.86074634653145,2780.464026021556,3.8815637979434374,6.892024376045111,4.414009680526933,9.033271832508971,3.919991175077323,7.0285133563222315,4.437934266612178,9.143303560529969,7.053153481671494,33.99264626356707,2.0976176963403033,False,True
Jan,119808,McGowan South,Submitted Data,1110 W Belden,60614.0,1.0,False,LINCOLN PARK,College/University,127900.0,2008.0,1.0,40.8,9262579.9,12478551.7,170.0,305.2,175.1,309.5,2108.4,16.5,41.92382673,-87.65658512,"(41.92382673, -87.65658512)",11.759011806144656,357.63109484495334,0.6931471805599453,1.0,16.041493282691388,3043.4486852910795,16.339521944629286,3532.499355980125,5.14166355650266,13.038404810405298,5.7242384832235835,17.469974241537965,5.171052015502161,13.232535660258014,5.738183901373533,17.592612085759182,7.654158825842514,45.917316994789665,4.06201920231798,False,True
Jan,134516,Bricktown Square,Submitted Data,321 339 S DESPLAINES ST,60661.0,2.0,False,NEAR WEST SIDE,Multifamily Housing,178336.0,1924.0,1.0,43.0,5499154.7,7444594.3,72.6,130.2,74.9,132.2,1253.7,7.0,41.88321395,-87.64336601,"(41.88321395, -87.64336601)",12.091430297746328,422.298472647013,0.6931471805599453,1.0,15.520105129328064,2345.0276544211583,15.82299886399281,2728.4783854742186,4.298645025734831,8.520563361656317,4.876722876509988,11.41052146047673,4.3294166844015844,8.654478609367523,4.891851758106289,11.497825881443848,7.1346517791656545,35.40762629716937,2.6457513110645907,False,True
Jan,254102,Residences at the VIC,Submitted Data,3140 N Sheffield Ave,60657.0,4.0,False,Lake View,Multifamily Housing,148500.0,2007.0,1.0,100.0,1555012.2,2847150.0,37.4,62.4,38.8,64.1,393.9,3.3,41.9393396,-87.65423,"(41.9393396, -87.65423)",11.908346971208951,385.3569773599539,0.6931471805599453,1.0,14.256994592305423,1247.0012830787305,14.861829403139609,1687.3499933327407,3.648057459593681,6.115553940568262,4.14946386144318,7.899367063252599,3.6838669122903918,6.2289646009589745,4.175924549214524,8.006247560499238,5.978632568292603,19.846914117816905,1.816590212458495,False,True
Jan,100372,Holy Cross Hospial,Submitted Data,2701 W 68th St,60629.0,4.0,False,CHICAGO LAWN,Hospital (General Medical & Surgical),409910.0,1911.0,1.0,76.0,5050093.6,130271002.2,330.1,368.2,92.12,170.35999999999999,7707.5,18.8,41.770003,-87.690841,"(41.770003, -87.690841)",12.923695341945969,640.2421416932815,0.6931471805599453,1.0,15.434917533749356,2247.2413310545885,18.685127478572934,11413.632296512798,5.802420444553201,18.16865432551349,5.911338502628697,19.188538245525635,4.533888983983128,9.597916440561463,5.1437666066994385,13.052202879207785,8.950078895100393,87.79236868885587,4.33589667773576,False,True
Jan,113507,LaSalle Terrace Condominium Association,Submitted Data,1540 N LaSalle St,60610.0,2.5,False,NEAR NORTH SIDE,Multifamily Housing,166700.0,1976.0,1.0,36.0,4079885.6,8584849.7,83.9,135.3,87.4,138.8,1092.7,7.2,41.91023785,-87.63363509,"(41.91023785, -87.63363509)",12.023957067521133,408.28911325187204,0.6931471805599453,1.0,15.221579751876433,2019.8726692541786,15.965509661364587,2929.9914163696794,4.441474093317302,9.15969431804359,4.914858338702487,11.631852818876277,4.481871969643597,9.348796714016196,4.94021282979971,11.781341180018513,6.99732172234118,33.056013068729264,2.6832815729997477,False,True
Jan,147565,Lakeside Lofts,Submitted Data,2025  S INDIANA AVE,60616.0,4.0,False,NEAR SOUTH SIDE,Multifamily Housing,101333.0,2006.0,1.0,89.0,1761482.5,5144159.1,68.1,102.0,70.5,104.1,548.1,5.4,41.84550365,-87.63055693,"(41.84550365, -87.63055693)",11.526177270645976,318.3284467338727,0.6931471805599453,1.0,14.381666909702812,1327.2085367416832,15.453372668054453,2268.0738744582372,4.235554730773624,8.252272414311102,4.634728988229636,10.099504938362077,4.269697449699962,8.396427811873332,4.6549122778829055,10.202940752547766,6.308280574284827,23.411535618152005,2.32379000772445,False,True
Jan,251889,Smyser -CPS,Submitted Data,4310 N Melvina Ave,60634.0,4.0,False,PORTAGE PARK,K-12 School,78111.0,1932.0,1.0,64.0,1313825.7,3965590.1,67.6,100.4,75.7,109.6,415.7,5.3,41.95925122,-87.78261967,"(41.95925122, -87.78261967)",11.265898973192687,279.4834521040557,0.6931471805599453,1.0,14.08845458196197,1146.2223606264188,15.193165481384995,1991.3789443498695,4.22829253473184,8.221921916437786,4.619073091157083,10.019980039900279,4.33990170837321,8.700574693662482,4.7059200890882344,10.469001862641921,6.032366538428407,20.38872237291979,2.3021728866442674,False,True
Jan,172640,Bricktown Square,Submitted Data,832 890 W 103RD ST,60643.0,1.5,False,WASHINGTON HEIGHTS,Senior Living Community,65505.0,2001.0,1.0,36.0,1807114.6,4835400.0,101.4,154.8,105.1,157.9,538.9,8.2,41.6981819,-87.66236671,"(41.6981819, -87.66236671)",11.089897020481475,255.9394459632981,0.6931471805599453,1.0,14.407242540964788,1344.2896265314257,15.39147462034876,2198.9542969329764,4.628886712605407,10.069756700139283,5.048573133436648,12.441864811996632,4.664382045619938,10.251829105091442,5.0682750735426705,12.565826673959815,6.291383937224241,23.214219780126147,2.8635642126552705,False,True
Jan,244613,Fairbanks at Cityfront Plaza,Submitted Data,240 E Illinois St,60611.0,4.0,False,NEAR NORTH SIDE,Multifamily Housing,819946.0,2006.0,1.0,70.0,18128454.4,42229277.5,102.0,160.6,104.8,163.9,5072.3,8.6,41.89139925,-87.62079715,"(41.89139925, -87.62079715)",13.616994983005219,905.5086968108037,0.6931471805599453,1.0,16.71299338329361,4257.752270858416,17.55862434175352,6498.405766032158,4.634728988229636,10.099504938362077,5.085124146086995,12.67280552995271,4.661550519424199,10.237187113655782,5.105339229565553,12.80234353546256,8.531746772423748,71.22008143775182,2.932575659723036,False,True
Jan,104095,Hall Plaza,Not Submitted,4600 4650 W Diversey Ave,60639.0,0.0,False,HERMOSA,Multifamily Housing,53267.0,1951.2,1.0,67.6,912181.3,2707992.06,69.78,104.03999999999999,72.58,107.55999999999999,286.2,5.5,41.93162302,-87.74252593,"(41.93162302, -87.74252593)",10.883091054622035,230.79644711303507,0.6931471805599453,1.0,13.723595139431932,955.0818289549854,14.811718350234061,1645.5977819625305,4.259576474917317,8.353442404182841,4.65434122999454,10.2,4.2983732496766285,8.519389649499546,4.687303015526614,10.371113729971338,5.660178837174069,16.91744661584602,2.345207879911715,True,False
Jan,115108,Bricktown Square,Not Submitted,3825  N PINE GROVE AVE,60613.0,0.0,False,LAKE VIEW,Multifamily Housing,96636.0,1961.4,1.0,61.6,1593361.0,5820653.6,83.62,119.8,87.72000000000001,123.51999999999998,557.8199999999999,6.32,41.95402016,-87.6620278,"(41.95402016, -87.6620278)",11.47871696964044,310.86331401437513,0.6931471805599453,1.0,14.28135680726948,1262.2840409353198,15.576923287609674,2412.6030755182255,4.438170645291922,9.144397191723465,4.794136285500715,10.945318634009702,4.485485343042112,9.365895579174477,4.824466345573407,11.113955191559842,6.325827417722998,23.618213310917486,2.513961017995307,True,False
Jan,165664,DANK Haus German American Cultural Center,Submitted Data,4740 N Western Ave,60625.0,0.0,True,LINCOLN SQUARE,Mixed Use Property,61042.0,1927.0,1.0,81.8,556057.0,3000126.4,58.3,77.1,63.5,82.7,246.1,4.0,41.96811845,-87.68927436,"(41.96811845, -87.68927436)",11.019333812850217,247.06679258856298,0.6931471805599453,1.0,13.22862788433889,745.6922957896239,14.914165312397367,1732.0872957215522,4.08260930600368,7.635443667528429,4.35799005684564,8.780660567406077,4.1666652238017265,7.968688725254614,4.4272389774954295,9.093954035511725,5.509793112994564,15.687574701017363,2.0,False,True
Jan,159733,Bricktown Square,Submitted Data,4827 N SHERIDAN RD,60640.0,2.0,False,UPTOWN,Multifamily Housing,189225.0,1967.0,1.0,48.0,2974779.6,13988381.3,103.4,140.3,109.0,146.2,1207.3,7.4,41.96968174,-87.6544131,"(41.96968174, -87.6544131)",12.150697346877369,435.0,0.6931471805599453,1.0,14.905680846343197,1724.7549391145399,16.45373770736099,3740.1044504131164,4.648229675448539,10.16857905510893,4.950885289690482,11.844830095868831,4.700480365792417,10.44030650891055,4.991792206294776,12.091319200153471,7.096969692033262,34.74622281630048,2.7202941017470885,False,True
Jan,173476,St. Demetrios Greek Orthodox Church,Submitted Data,2727 W WINONA ST,60625.0,4.0,False,LINCOLN SQUARE,Worship Facility,68141.0,1924.0,1.0,67.0,400830.8,1780584.4,34.5,47.4,41.0,54.1,157.1,2.5,41.97419798,-87.696868,"(41.97419798, -87.696868)",11.129349042119701,261.0383113644432,0.6931471805599453,1.0,12.901297166922802,633.1119964113774,14.392452744604771,1334.3854015988034,3.56953269648137,5.873670062235365,3.8794998137225862,6.884765791223402,3.7376696182833684,6.4031242374328485,4.009149716158869,7.355270219373317,5.0632277442154265,12.533953885346794,1.5811388300841898,False,True
Jan,100533,Englewood Academy HS -CPS,Submitted Data,6201 S Stewart Ave,60621.0,2.0,False,ENGLEWOOD,K-12 School,188800.0,1979.0,1.0,21.0,7213052.0,12271600.2,103.2,175.2,107.5,179.8,1777.5,9.4,41.78205573,-87.63426731,"(41.78205573, -87.63426731)",12.14844882928968,434.51121964800865,0.6931471805599453,1.0,15.791402859302984,2685.7125683885088,16.322798305320596,3503.0843837966563,4.646312129319266,10.158740079360236,5.171619713502079,13.236313686219438,4.686750172980514,10.36822067666386,5.1973914479580765,13.408952233489387,7.48352559138851,42.16040796766559,3.0659419433511785,False,True
