Order Date,Ship Date,Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Date_year,Order Date_month,Order Date_day,Order Date_dayofweek,Order Date_quarter,Ship Date_year,Ship Date_month,Ship Date_day,Ship Date_dayofweek,Ship Date_quarter,Sales_log,Sales_sqrt,Quantity_sqrt,Discount_sqrt,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Corporate,Segment_Home Office,Region_East,Region_South,Region_West,Category_Office Supplies,Category_Technology
2015-12-27,2015-12-31,Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Envelopes,113.328,9,0.2,35.415,2015,12,27,6,4,2015,12,31,3,4,4.7390714,10.645562,3.0,0.4472136,False,False,True,False,True,False,False,False,True,False
2015-12-27,2015-12-31,Standard Class,Home Office,Houston,Texas,Central,Furniture,Bookcases,532.3992,3,0.32,-46.9764,2015,12,27,6,4,2015,12,31,3,4,6.27927,23.073778,1.7320508,0.56568545,False,False,True,False,True,False,False,False,False,False
2015-12-27,2015-12-31,Standard Class,Home Office,Houston,Texas,Central,Furniture,Chairs,212.058,3,0.3,-15.147,2015,12,27,6,4,2015,12,31,3,4,5.3615646,14.562211,1.7320508,0.5477226,False,False,True,False,True,False,False,False,False,False
2015-12-27,2015-12-31,Standard Class,Home Office,Houston,Texas,Central,Technology,Phones,371.168,4,0.2,41.7564,2015,12,27,6,4,2015,12,31,3,4,5.9193454,19.26572,2.0,0.4472136,False,False,True,False,True,False,False,False,False,True
2017-09-10,2017-09-15,Standard Class,Corporate,Naperville,Illinois,Central,Technology,Phones,147.168,4,0.2,16.5564,2017,9,10,6,3,2017,9,15,4,3,4.998347,12.131282,2.0,0.4472136,False,False,True,True,False,False,False,False,False,True
2016-07-17,2016-07-22,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Storage,77.88,2,0.0,3.894,2016,7,17,6,3,2016,7,22,4,3,4.3679276,8.824965,1.4142135,0.0,False,False,True,True,False,False,False,True,True,False
2017-09-19,2017-09-23,Standard Class,Corporate,Melbourne,Florida,South,Office Supplies,Storage,95.616,2,0.2,9.5616,2017,9,19,1,3,2017,9,23,5,3,4.5707445,9.778343,1.4142135,0.4472136,False,False,True,True,False,False,True,False,True,False
2016-03-11,2016-03-13,First Class,Corporate,Eagan,Minnesota,Central,Technology,Accessories,45.98,2,0.0,19.7714,2016,3,11,4,1,2016,3,13,6,1,3.849722,6.780855,1.4142135,0.0,False,False,False,True,False,False,False,False,False,True
2016-03-11,2016-03-13,First Class,Corporate,Eagan,Minnesota,Central,Office Supplies,Binders,17.46,2,0.0,8.2062,2016,3,11,4,1,2016,3,13,6,1,2.9156063,4.1785164,1.4142135,0.0,False,False,False,True,False,False,False,False,True,False
2014-10-20,2014-10-25,Second Class,Consumer,Westland,Michigan,Central,Office Supplies,Storage,211.96,4,0.0,8.4784,2014,10,20,0,4,2014,10,25,5,4,5.3611045,14.558846,2.0,0.0,False,True,False,False,False,False,False,False,True,False
2016-06-20,2016-06-25,Standard Class,Consumer,Dover,Delaware,East,Technology,Accessories,45.0,3,0.0,4.95,2016,6,20,0,2,2016,6,25,5,2,3.8286414,6.708204,1.7320508,0.0,False,False,True,False,False,True,False,False,False,True
2016-06-20,2016-06-25,Standard Class,Consumer,Dover,Delaware,East,Technology,Phones,21.8,2,0.0,6.104,2016,6,20,0,2,2016,6,25,5,2,3.1267605,4.669047,1.4142135,0.0,False,False,True,False,False,True,False,False,False,True
2015-04-18,2015-04-22,Standard Class,Consumer,New Albany,Indiana,Central,Office Supplies,Binders,38.22,6,0.0,17.9634,2015,4,18,5,2,2015,4,22,2,2,3.6691868,6.1822324,2.4494898,0.0,False,False,True,False,False,False,False,False,True,False
2015-04-18,2015-04-22,Standard Class,Consumer,New Albany,Indiana,Central,Office Supplies,Labels,75.18,6,0.0,35.3346,2015,4,18,5,2,2015,4,22,2,2,4.333099,8.67064,2.4494898,0.0,False,False,True,False,False,False,False,False,True,False
2015-04-18,2015-04-22,Standard Class,Consumer,New Albany,Indiana,Central,Furniture,Furnishings,6.16,2,0.0,2.9568,2015,4,18,5,2,2015,4,22,2,2,1.96851,2.4819348,1.4142135,0.0,False,False,True,False,False,False,False,False,False,False
2015-04-18,2015-04-22,Standard Class,Consumer,New Albany,Indiana,Central,Furniture,Chairs,89.99,1,0.0,17.0981,2015,4,18,5,2,2015,4,22,2,2,4.51075,9.486306,1.0,0.0,False,False,True,False,False,False,False,False,False,False
2016-12-11,2016-12-17,Standard Class,Corporate,New York City,New York,East,Office Supplies,Fasteners,15.26,7,0.0,6.2566,2016,12,11,6,4,2016,12,17,5,4,2.7887082,3.906405,2.6457512,0.0,False,False,True,True,False,True,False,False,True,False
2016-12-11,2016-12-17,Standard Class,Corporate,New York City,New York,East,Technology,Phones,1029.95,5,0.0,298.6855,2016,12,11,6,4,2016,12,17,5,4,6.9382358,32.092834,2.236068,0.0,False,False,True,True,False,True,False,False,False,True
2016-06-17,2016-06-18,First Class,Consumer,Troy,New York,East,Office Supplies,Storage,208.56,6,0.0,52.14,2016,6,17,4,2,2016,6,18,5,2,5.3450103,14.4416065,2.4494898,0.0,False,False,False,False,False,True,False,False,True,False
2016-06-17,2016-06-18,First Class,Consumer,Troy,New York,East,Office Supplies,Paper,32.4,5,0.0,15.552,2016,6,17,4,2,2016,6,18,5,2,3.508556,5.6920996,2.236068,0.0,False,False,False,False,False,True,False,False,True,False
2016-06-17,2016-06-18,First Class,Consumer,Troy,New York,East,Furniture,Chairs,319.41,5,0.1,7.098,2016,6,17,4,2,2016,6,18,5,2,5.7696013,17.872046,2.236068,0.31622776,False,False,False,False,False,True,False,False,False,False
2016-06-17,2016-06-18,First Class,Consumer,Troy,New York,East,Office Supplies,Paper,14.56,2,0.0,6.9888,2016,6,17,4,2,2016,6,18,5,2,2.7447035,3.8157568,1.4142135,0.0,False,False,False,False,False,True,False,False,True,False
2016-06-17,2016-06-18,First Class,Consumer,Troy,New York,East,Technology,Accessories,30.0,2,0.0,3.3,2016,6,17,4,2,2016,6,18,5,2,3.4339871,5.477226,1.4142135,0.0,False,False,False,False,False,True,False,False,False,True
2016-06-17,2016-06-18,First Class,Consumer,Troy,New York,East,Office Supplies,Binders,48.48,4,0.2,16.362,2016,6,17,4,2,2016,6,18,5,2,3.9015687,6.962758,2.0,0.4472136,False,False,False,False,False,True,False,False,True,False
2016-06-17,2016-06-18,First Class,Consumer,Troy,New York,East,Office Supplies,Art,1.68,1,0.0,0.84,2016,6,17,4,2,2016,6,18,5,2,0.9858168,1.2961482,1.0,0.0,False,False,False,False,False,True,False,False,True,False
2015-11-24,2015-11-30,Standard Class,Consumer,Los Angeles,California,West,Technology,Accessories,13.98,2,0.0,6.1512,2015,11,24,1,4,2015,11,30,0,4,2.706716,3.7389839,1.4142135,0.0,False,False,True,False,False,False,False,True,False,True
2015-11-24,2015-11-30,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,25.824,6,0.2,9.3612,2015,11,24,1,4,2015,11,30,0,4,3.289297,5.081732,2.4494898,0.4472136,False,False,True,False,False,False,False,True,True,False
2015-11-24,2015-11-30,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,146.73,3,0.0,68.9631,2015,11,24,1,4,2015,11,30,0,4,4.995386,12.113215,1.7320508,0.0,False,False,True,False,False,False,False,True,True,False
2015-11-24,2015-11-30,Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,79.76,4,0.0,22.3328,2015,11,24,1,4,2015,11,30,0,4,4.391482,8.930845,2.0,0.0,False,False,True,False,False,False,False,True,False,False
2015-04-30,2015-05-05,Standard Class,Home Office,Chicago,Illinois,Central,Furniture,Chairs,213.115,5,0.3,-15.2225,2015,4,30,3,2,2015,5,5,1,2,5.3665133,14.598459,2.236068,0.5477226,False,False,True,False,True,False,False,False,False,False
2014-12-05,2014-12-10,Standard Class,Corporate,Gilbert,Arizona,West,Office Supplies,Art,1113.024,8,0.2,111.3024,2014,12,5,4,4,2014,12,10,2,4,7.015734,33.362015,2.828427,0.4472136,False,False,True,True,False,False,False,True,True,False
2014-12-05,2014-12-10,Standard Class,Corporate,Gilbert,Arizona,West,Technology,Phones,167.968,4,0.2,62.988,2014,12,5,4,4,2014,12,10,2,4,5.1297092,12.960247,2.0,0.4472136,False,False,True,True,False,False,False,True,False,True
2016-06-04,2016-06-06,First Class,Consumer,Springfield,Virginia,South,Office Supplies,Paper,75.88,2,0.0,35.6636,2016,6,4,5,2,2016,6,6,0,2,4.3422456,8.710913,1.4142135,0.0,False,False,False,False,False,False,True,False,True,False
2016-09-18,2016-09-23,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,4.616,1,0.2,1.731,2016,9,18,6,3,2016,9,23,4,3,1.7256197,2.1484878,1.0,0.4472136,False,False,True,False,False,True,False,False,True,False
2017-09-14,2017-09-17,Second Class,Consumer,Jackson,Michigan,Central,Office Supplies,Paper,19.05,3,0.0,8.763,2017,9,14,3,3,2017,9,17,6,3,2.9982293,4.3646307,1.7320508,0.0,False,True,False,False,False,False,False,False,True,False
2015-04-26,2015-05-02,Standard Class,Consumer,Memphis,Tennessee,South,Furniture,Chairs,831.936,8,0.2,-114.3912,2015,4,26,6,2,2015,5,2,5,2,6.724957,28.8433,2.828427,0.4472136,False,False,True,False,False,False,True,False,False,False
2015-04-26,2015-05-02,Standard Class,Consumer,Memphis,Tennessee,South,Furniture,Furnishings,97.04,2,0.2,1.213,2015,4,26,6,2,2015,5,2,5,2,4.585376,9.850888,1.4142135,0.4472136,False,False,True,False,False,False,True,False,False,False
2015-04-26,2015-05-02,Standard Class,Consumer,Memphis,Tennessee,South,Office Supplies,Storage,72.784,1,0.2,-18.196,2015,4,26,6,2,2015,5,2,5,2,4.3011417,8.531354,1.0,0.4472136,False,False,True,False,False,False,True,False,True,False
2017-12-09,2017-12-11,First Class,Corporate,Houston,Texas,Central,Office Supplies,Binders,1.248,3,0.8,-1.9344,2017,12,9,5,4,2017,12,11,0,4,0.81004095,1.1171392,1.7320508,0.8944272,False,False,False,True,False,False,False,False,True,False
2017-12-09,2017-12-11,First Class,Corporate,Houston,Texas,Central,Furniture,Furnishings,9.708,3,0.6,-5.8248,2017,12,9,5,4,2017,12,11,0,4,2.3709912,3.1157663,1.7320508,0.7745967,False,False,False,True,False,False,False,False,False,False
2017-12-09,2017-12-11,First Class,Corporate,Houston,Texas,Central,Office Supplies,Storage,27.24,3,0.2,2.724,2017,12,9,5,4,2017,12,11,0,4,3.3407395,5.2191954,1.7320508,0.4472136,False,False,False,True,False,False,False,False,True,False
2014-11-26,2014-12-01,Second Class,Consumer,Houston,Texas,Central,Furniture,Furnishings,19.3,5,0.6,-14.475,2014,11,26,2,4,2014,12,1,0,4,3.0106208,4.3931766,2.236068,0.7745967,False,True,False,False,False,False,False,False,False,False
2016-06-12,2016-06-15,First Class,Corporate,Decatur,Alabama,South,Office Supplies,Appliances,208.16,1,0.0,56.2032,2016,6,12,6,2,2016,6,15,2,2,5.3430996,14.427751,1.0,0.0,False,False,False,True,False,False,True,False,True,False
2016-06-12,2016-06-15,First Class,Corporate,Decatur,Alabama,South,Office Supplies,Binders,16.74,3,0.0,8.0352,2016,6,12,6,2,2016,6,15,2,2,2.875822,4.0914545,1.7320508,0.0,False,False,False,True,False,False,True,False,True,False
2014-10-12,2014-10-16,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Art,14.9,5,0.0,4.172,2014,10,12,6,4,2014,10,16,3,4,2.766319,3.8600519,2.236068,0.0,False,False,True,False,False,False,False,True,True,False
2014-10-12,2014-10-16,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Storage,21.39,1,0.0,6.2031,2014,10,12,6,4,2014,10,16,3,4,3.1086144,4.6249323,1.0,0.0,False,False,True,False,False,False,False,True,True,False
2015-09-03,2015-09-08,Standard Class,Corporate,Durham,North Carolina,South,Office Supplies,Envelopes,200.984,7,0.2,62.8075,2015,9,3,3,3,2015,9,8,1,3,5.3081884,14.176883,2.6457512,0.4472136,False,False,True,True,False,False,True,False,True,False
2017-11-13,2017-11-16,First Class,Home Office,Chicago,Illinois,Central,Office Supplies,Storage,230.376,3,0.2,-48.9549,2017,11,13,0,4,2017,11,16,3,4,5.444044,15.178143,1.7320508,0.4472136,False,False,False,False,True,False,False,False,True,False
2017-05-28,2017-05-30,Second Class,Consumer,Columbia,South Carolina,South,Furniture,Chairs,301.96,2,0.0,33.2156,2017,5,28,6,2,2017,5,30,1,2,5.7136006,17.376997,1.4142135,0.0,False,True,False,False,False,False,True,False,False,False
2017-10-26,2017-11-02,Standard Class,Consumer,Rochester,Minnesota,Central,Technology,Accessories,19.99,1,0.0,6.7966,2017,10,26,3,4,2017,11,2,3,4,3.0440462,4.471018,1.0,0.0,False,False,True,False,False,False,False,False,False,True
2017-10-26,2017-11-02,Standard Class,Consumer,Rochester,Minnesota,Central,Office Supplies,Labels,6.16,2,0.0,2.9568,2017,10,26,3,4,2017,11,2,3,4,1.96851,2.4819348,1.4142135,0.0,False,False,True,False,False,False,False,False,True,False
2016-04-05,2016-04-10,Second Class,Home Office,Houston,Texas,Central,Office Supplies,Storage,158.368,7,0.2,13.8572,2016,4,5,1,2,2016,4,10,6,2,5.071216,12.5844345,2.6457512,0.4472136,False,True,False,False,True,False,False,False,True,False
2016-09-17,2016-09-22,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Art,20.1,3,0.0,6.633,2016,9,17,5,3,2016,9,22,3,3,3.049273,4.483302,1.7320508,0.0,False,False,True,True,False,False,False,True,True,False
2016-09-17,2016-09-22,Standard Class,Corporate,Los Angeles,California,West,Technology,Phones,73.584,2,0.2,8.2782,2016,9,17,5,3,2016,9,22,3,3,4.311926,8.578112,1.4142135,0.4472136,False,False,True,True,False,False,False,True,False,True
2016-09-17,2016-09-22,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,6.48,1,0.0,3.1104,2016,9,17,5,3,2016,9,22,3,3,2.0122328,2.5455844,1.0,0.0,False,False,True,True,False,False,False,True,True,False
2015-01-31,2015-02-05,Second Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Paper,12.96,2,0.0,6.2208,2015,1,31,5,1,2015,2,5,3,1,2.6361961,3.6,1.4142135,0.0,False,True,False,False,False,False,False,False,True,False
2015-01-31,2015-02-05,Second Class,Consumer,Minneapolis,Minnesota,Central,Furniture,Furnishings,53.34,3,0.0,16.5354,2015,1,31,5,1,2015,2,5,3,1,3.9952607,7.303424,1.7320508,0.0,False,True,False,False,False,False,False,False,False,False
2015-01-31,2015-02-05,Second Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,32.96,2,0.0,16.1504,2015,1,31,5,1,2015,2,5,3,1,3.5251834,5.74108,1.4142135,0.0,False,True,False,False,False,False,False,False,True,False
2017-11-06,2017-11-12,Standard Class,Home Office,Portland,Oregon,West,Office Supplies,Binders,5.682,1,0.7,-3.788,2017,11,6,0,4,2017,11,12,6,4,1.8994174,2.3836946,1.0,0.83666,False,False,True,False,True,False,False,True,True,False
2017-11-09,2017-11-11,Second Class,Home Office,New York City,New York,East,Furniture,Furnishings,96.53,7,0.0,40.5426,2017,11,9,3,4,2017,11,11,5,4,4.58016,9.824968,2.6457512,0.0,False,True,False,False,True,True,False,False,False,False
2017-06-17,2017-06-20,First Class,Consumer,San Francisco,California,West,Office Supplies,Binders,51.312,3,0.2,17.9592,2017,6,17,5,2,2017,6,20,1,2,3.9572258,7.1632395,1.7320508,0.4472136,False,False,False,False,False,False,False,True,True,False
2016-09-06,2016-09-11,Standard Class,Corporate,Saint Paul,Minnesota,Central,Office Supplies,Appliances,77.88,6,0.0,22.5852,2016,9,6,1,3,2016,9,11,6,3,4.3679276,8.824965,2.4494898,0.0,False,False,True,True,False,False,False,False,True,False
2016-08-29,2016-09-02,Standard Class,Home Office,Chicago,Illinois,Central,Office Supplies,Paper,64.624,7,0.2,22.6184,2016,8,29,0,3,2016,9,2,4,3,4.1839414,8.038905,2.6457512,0.4472136,False,False,True,False,True,False,False,False,True,False
2016-08-29,2016-09-02,Standard Class,Home Office,Chicago,Illinois,Central,Technology,Accessories,95.976,3,0.2,-10.7973,2016,8,29,0,3,2016,9,2,4,3,4.5744634,9.796734,1.7320508,0.4472136,False,False,True,False,True,False,False,False,False,True
2016-08-29,2016-09-02,Standard Class,Home Office,Chicago,Illinois,Central,Office Supplies,Binders,1.788,3,0.8,-3.0396,2016,8,29,0,3,2016,9,2,4,3,1.0253245,1.3371612,1.7320508,0.8944272,False,False,True,False,True,False,False,False,True,False
2016-12-01,2016-12-04,Second Class,Consumer,Rochester,Minnesota,Central,Office Supplies,Paper,23.92,4,0.0,11.7208,2016,12,1,3,4,2016,12,4,6,4,3.2156706,4.8908076,2.0,0.0,False,True,False,False,False,False,False,False,True,False
2015-11-13,2015-11-17,Standard Class,Consumer,Aurora,Colorado,West,Technology,Accessories,238.896,6,0.2,-26.8758,2015,11,13,4,4,2015,11,17,1,4,5.4802055,15.456261,2.4494898,0.4472136,False,False,True,False,False,False,False,True,False,True
2015-11-13,2015-11-17,Standard Class,Consumer,Aurora,Colorado,West,Furniture,Furnishings,102.36,3,0.2,-3.8385,2015,11,13,4,4,2015,11,17,1,4,4.638218,10.1173115,1.7320508,0.4472136,False,False,True,False,False,False,False,True,False,False
2015-11-13,2015-11-17,Standard Class,Consumer,Aurora,Colorado,West,Office Supplies,Binders,36.882,3,0.7,-25.8174,2015,11,13,4,4,2015,11,17,1,4,3.634476,6.0730553,1.7320508,0.83666,False,False,True,False,False,False,False,True,True,False
2017-11-23,2017-11-28,Standard Class,Consumer,Charlotte,North Carolina,South,Technology,Accessories,74.112,8,0.2,17.6016,2017,11,23,3,4,2017,11,28,1,4,4.31898,8.608832,2.828427,0.4472136,False,False,True,False,False,False,True,False,False,True
