Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species,SepalLengthCm_log,SepalLengthCm_sqrt,SepalWidthCm_log,SepalWidthCm_sqrt,PetalLengthCm_log,PetalLengthCm_sqrt,PetalWidthCm_log,PetalWidthCm_sqrt,Species_Iris-versicolor,Species_Iris-virginica
14,4.3,3.0,0.1,0.1,Iris-setosa,1.6677068,2.0736442,1.3862944,1.7320508,0.09531018,0.31622776,0.09531018,0.31622776,False,False
15,5.8,4.0,1.2,0.2,Iris-setosa,1.9169226,2.408319,1.609438,2.0,0.78845733,1.0954452,0.18232156,0.4472136,False,False
16,5.7,4.4,1.5,0.4,Iris-setosa,1.9021075,2.3874674,1.686399,2.0976176,0.91629076,1.2247449,0.33647224,0.6324555,False,False
17,5.4,3.9,1.3,0.4,Iris-setosa,1.856298,2.32379,1.5892352,1.9748417,0.8329091,1.1401755,0.33647224,0.6324555,False,False
18,5.1,3.86,1.4,0.3,Iris-setosa,1.8082888,2.258318,1.5810385,1.9646883,0.87546873,1.183216,0.26236427,0.5477226,False,False
19,5.7,3.8,1.7,0.3,Iris-setosa,1.9021075,2.3874674,1.5686159,1.9493588,0.9932518,1.3038405,0.26236427,0.5477226,False,False
20,5.1,3.8,1.5,0.3,Iris-setosa,1.8082888,2.258318,1.5686159,1.9493588,0.91629076,1.2247449,0.26236427,0.5477226,False,False
21,5.4,3.4,1.7,0.2,Iris-setosa,1.856298,2.32379,1.4816046,1.8439089,0.9932518,1.3038405,0.18232156,0.4472136,False,False
22,5.1,3.7,1.5,0.4,Iris-setosa,1.8082888,2.258318,1.5475625,1.9235384,0.91629076,1.2247449,0.33647224,0.6324555,False,False
23,4.6,3.6,1.0,0.2,Iris-setosa,1.7227666,2.144761,1.5260563,1.8973666,0.6931472,1.0,0.18232156,0.4472136,False,False
24,5.1,3.3,1.7,0.5,Iris-setosa,1.8082888,2.258318,1.4586151,1.8165902,0.9932518,1.3038405,0.4054651,0.70710677,False,False
25,4.8,3.4,1.9,0.2,Iris-setosa,1.7578579,2.1908903,1.4816046,1.8439089,1.0647107,1.3784049,0.18232156,0.4472136,False,False
26,5.0,3.0,1.6,0.2,Iris-setosa,1.7917595,2.236068,1.3862944,1.7320508,0.95551145,1.264911,0.18232156,0.4472136,False,False
27,5.0,3.4,1.6,0.4,Iris-setosa,1.7917595,2.236068,1.4816046,1.8439089,0.95551145,1.264911,0.33647224,0.6324555,False,False
28,5.2,3.5,1.5,0.2,Iris-setosa,1.8245493,2.280351,1.5040774,1.8708287,0.91629076,1.2247449,0.18232156,0.4472136,False,False
29,5.2,3.4,1.4,0.2,Iris-setosa,1.8245493,2.280351,1.4816046,1.8439089,0.87546873,1.183216,0.18232156,0.4472136,False,False
30,4.7,3.2,1.6,0.2,Iris-setosa,1.7404661,2.1679482,1.4350846,1.7888544,0.95551145,1.264911,0.18232156,0.4472136,False,False
31,4.8,3.1,1.6,0.2,Iris-setosa,1.7578579,2.1908903,1.410987,1.7606816,0.95551145,1.264911,0.18232156,0.4472136,False,False
32,5.4,3.4,1.5,0.4,Iris-setosa,1.856298,2.32379,1.4816046,1.8439089,0.91629076,1.2247449,0.33647224,0.6324555,False,False
33,5.2,4.1,1.5,0.1,Iris-setosa,1.8245493,2.280351,1.6292405,2.0248456,0.91629076,1.2247449,0.09531018,0.31622776,False,False
34,5.5,4.2,1.4,0.2,Iris-setosa,1.8718022,2.345208,1.6486586,2.04939,0.87546873,1.183216,0.18232156,0.4472136,False,False
35,4.9,3.1,1.5,0.1,Iris-setosa,1.7749523,2.2135944,1.410987,1.7606816,0.91629076,1.2247449,0.09531018,0.31622776,False,False
36,5.0,3.2,1.2,0.2,Iris-setosa,1.7917595,2.236068,1.4350846,1.7888544,0.78845733,1.0954452,0.18232156,0.4472136,False,False
37,5.5,3.5,1.3,0.2,Iris-setosa,1.8718022,2.345208,1.5040774,1.8708287,0.8329091,1.1401755,0.18232156,0.4472136,False,False
38,4.9,3.1,1.5,0.1,Iris-setosa,1.7749523,2.2135944,1.410987,1.7606816,0.91629076,1.2247449,0.09531018,0.31622776,False,False
39,4.4,3.0,1.3,0.2,Iris-setosa,1.686399,2.0976176,1.3862944,1.7320508,0.8329091,1.1401755,0.18232156,0.4472136,False,False
40,5.1,3.4,1.5,0.2,Iris-setosa,1.8082888,2.258318,1.4816046,1.8439089,0.91629076,1.2247449,0.18232156,0.4472136,False,False
41,5.0,3.5,1.3,0.3,Iris-setosa,1.7917595,2.236068,1.5040774,1.8708287,0.8329091,1.1401755,0.26236427,0.5477226,False,False
42,4.5,2.3,1.3,0.3,Iris-setosa,1.704748,2.1213202,1.1939225,1.5165751,0.8329091,1.1401755,0.26236427,0.5477226,False,False
43,4.4,3.2,1.3,0.2,Iris-setosa,1.686399,2.0976176,1.4350846,1.7888544,0.8329091,1.1401755,0.18232156,0.4472136,False,False
44,5.0,3.5,1.6,0.6,Iris-setosa,1.7917595,2.236068,1.5040774,1.8708287,0.95551145,1.264911,0.47000363,0.7745967,False,False
45,5.1,3.8,1.9,0.4,Iris-setosa,1.8082888,2.258318,1.5686159,1.9493588,1.0647107,1.3784049,0.33647224,0.6324555,False,False
46,4.8,3.0,1.4,0.3,Iris-setosa,1.7578579,2.1908903,1.3862944,1.7320508,0.87546873,1.183216,0.26236427,0.5477226,False,False
47,5.1,3.8,1.6,0.2,Iris-setosa,1.8082888,2.258318,1.5686159,1.9493588,0.95551145,1.264911,0.18232156,0.4472136,False,False
48,4.6,3.2,1.4,0.2,Iris-setosa,1.7227666,2.144761,1.4350846,1.7888544,0.87546873,1.183216,0.18232156,0.4472136,False,False
49,5.3,3.7,1.5,0.2,Iris-setosa,1.8405496,2.302173,1.5475625,1.9235384,0.91629076,1.2247449,0.18232156,0.4472136,False,False
50,5.0,3.3,1.4,0.2,Iris-setosa,1.7917595,2.236068,1.4586151,1.8165902,0.87546873,1.183216,0.18232156,0.4472136,False,False
51,7.0,3.2,4.7,1.4,Iris-versicolor,2.0794415,2.6457512,1.4350846,1.7888544,1.7404661,2.1679482,0.87546873,1.183216,True,False
52,6.4,3.2,4.5,1.5,Iris-versicolor,2.00148,2.529822,1.4350846,1.7888544,1.704748,2.1213202,0.91629076,1.2247449,True,False
53,6.9,3.1,4.9,1.5,Iris-versicolor,2.0668628,2.626785,1.410987,1.7606816,1.7749523,2.2135944,0.91629076,1.2247449,True,False
54,5.5,2.3,4.0,1.3,Iris-versicolor,1.8718022,2.345208,1.1939225,1.5165751,1.609438,2.0,0.8329091,1.1401755,True,False
55,6.5,2.94,4.6,1.5,Iris-versicolor,2.014903,2.5495098,1.3711808,1.7146428,1.7227666,2.144761,0.91629076,1.2247449,True,False
56,5.7,2.8,4.5,1.3,Iris-versicolor,1.9021075,2.3874674,1.3350011,1.67332,1.704748,2.1213202,0.8329091,1.1401755,True,False
57,6.3,3.3,4.7,1.28,Iris-versicolor,1.9878744,2.50998,1.4586151,1.8165902,1.7404661,2.1679482,0.8241754,1.1313709,True,False
58,4.9,2.4,3.3,1.0,Iris-versicolor,1.7749523,2.2135944,1.2237754,1.5491934,1.4586151,1.8165902,0.6931472,1.0,True,False
59,6.6,2.9,3.92,1.3,Iris-versicolor,2.0281482,2.5690465,1.3609766,1.7029387,1.5933086,1.9798989,0.8329091,1.1401755,True,False
60,5.2,2.7,3.9,1.4,Iris-versicolor,1.8245493,2.280351,1.3083328,1.6431676,1.5892352,1.9748417,0.87546873,1.183216,True,False
61,5.0,2.0,3.5,1.0,Iris-versicolor,1.7917595,2.236068,1.0986123,1.4142135,1.5040774,1.8708287,0.6931472,1.0,True,False
62,5.9,3.0,4.2,1.5,Iris-versicolor,1.9315214,2.4289916,1.3862944,1.7320508,1.6486586,2.04939,0.91629076,1.2247449,True,False
63,6.0,2.2,4.0,1.0,Iris-versicolor,1.9459101,2.4494898,1.1631508,1.4832397,1.609438,2.0,0.6931472,1.0,True,False
64,6.1,2.9,4.7,1.4,Iris-versicolor,1.9600948,2.4698179,1.3609766,1.7029387,1.7404661,2.1679482,0.87546873,1.183216,True,False
65,5.6,2.9,3.6,1.3,Iris-setosa,1.8870697,2.366432,1.3609766,1.7029387,1.5260563,1.8973666,0.8329091,1.1401755,False,False
66,36.7,3.1,4.4,1.4,Iris-versicolor,3.6296601,6.0580525,1.410987,1.7606816,1.686399,2.0976176,0.87546873,1.183216,True,False
67,5.6,3.0,4.5,1.5,Iris-versicolor,1.8870697,2.366432,1.3862944,1.7320508,1.704748,2.1213202,0.91629076,1.2247449,True,False
68,5.8,2.7,4.1,1.0,Iris-versicolor,1.9169226,2.408319,1.3083328,1.6431676,1.6292405,2.0248456,0.6931472,1.0,True,False
69,5.8,2.2,4.5,1.5,Iris-versicolor,1.9169226,2.408319,1.1631508,1.4832397,1.704748,2.1213202,0.91629076,1.2247449,True,False
70,5.6,2.5,3.9,1.1,Iris-versicolor,1.8870697,2.366432,1.2527629,1.5811388,1.5892352,1.9748417,0.74193734,1.0488088,True,False
71,5.9,3.2,4.8,1.8,Iris-versicolor,1.9315214,2.4289916,1.4350846,1.7888544,1.7578579,2.1908903,1.0296195,1.3416408,True,False
72,6.1,2.8,4.0,1.3,Iris-versicolor,1.9600948,2.4698179,1.3350011,1.67332,1.609438,2.0,0.8329091,1.1401755,True,False
73,6.3,2.5,4.9,1.5,Iris-versicolor,1.9878744,2.50998,1.2527629,1.5811388,1.7749523,2.2135944,0.91629076,1.2247449,True,False
74,6.1,2.8,4.7,1.2,Iris-versicolor,1.9600948,2.4698179,1.3350011,1.67332,1.7404661,2.1679482,0.78845733,1.0954452,True,False
75,6.4,2.9,4.3,1.3,Iris-versicolor,2.00148,2.529822,1.3609766,1.7029387,1.6677068,2.0736442,0.8329091,1.1401755,True,False
76,6.6,3.0,4.4,1.4,Iris-versicolor,2.0281482,2.5690465,1.3862944,1.7320508,1.686399,2.0976176,0.87546873,1.183216,True,False
77,6.8,2.8,4.8,1.4,Iris-versicolor,2.0541236,2.607681,1.3350011,1.67332,1.7578579,2.1908903,0.87546873,1.183216,True,False
78,6.7,3.0,5.0,1.7,Iris-versicolor,2.0412204,2.588436,1.3862944,1.7320508,1.7917595,2.236068,0.9932518,1.3038405,True,False
79,6.0,2.9,4.5,1.5,Iris-versicolor,1.9459101,2.4494898,1.3609766,1.7029387,1.704748,2.1213202,0.91629076,1.2247449,True,False
80,5.7,2.6,3.5,1.0,Iris-versicolor,1.9021075,2.3874674,1.2809339,1.6124516,1.5040774,1.8708287,0.6931472,1.0,True,False
81,5.5,2.4,3.8,1.1,Iris-versicolor,1.8718022,2.345208,1.2237754,1.5491934,1.5686159,1.9493588,0.74193734,1.0488088,True,False
82,5.5,2.4,3.7,1.0,Iris-versicolor,1.8718022,2.345208,1.2237754,1.5491934,1.5475625,1.9235384,0.6931472,1.0,True,False
83,5.8,2.7,3.9,1.2,Iris-versicolor,1.9169226,2.408319,1.3083328,1.6431676,1.5892352,1.9748417,0.78845733,1.0954452,True,False
84,6.0,2.7,5.1,1.6,Iris-versicolor,1.9459101,2.4494898,1.3083328,1.6431676,1.8082888,2.258318,0.95551145,1.264911,True,False
85,5.4,3.0,4.5,1.5,Iris-versicolor,1.856298,2.32379,1.3862944,1.7320508,1.704748,2.1213202,0.91629076,1.2247449,True,False
86,6.0,3.4,4.5,1.6,Iris-versicolor,1.9459101,2.4494898,1.4816046,1.8439089,1.704748,2.1213202,0.95551145,1.264911,True,False
87,6.7,3.1,4.7,1.5,Iris-versicolor,2.0412204,2.588436,1.410987,1.7606816,1.7404661,2.1679482,0.91629076,1.2247449,True,False
88,6.3,2.3,4.4,1.3,Iris-versicolor,1.9878744,2.50998,1.1939225,1.5165751,1.686399,2.0976176,0.8329091,1.1401755,True,False
89,5.6,3.0,74.1,1.3,Iris-versicolor,1.8870697,2.366432,1.3862944,1.7320508,4.3188205,8.608135,0.8329091,1.1401755,True,False
90,5.5,2.5,4.0,1.3,Iris-versicolor,1.8718022,2.345208,1.2527629,1.5811388,1.609438,2.0,0.8329091,1.1401755,True,False
91,5.5,2.6,4.4,1.2,Iris-versicolor,1.8718022,2.345208,1.2809339,1.6124516,1.686399,2.0976176,0.78845733,1.0954452,True,False
92,6.1,3.0,4.6,1.4,Iris-setosa,1.9600948,2.4698179,1.3862944,1.7320508,1.7227666,2.144761,0.87546873,1.183216,False,False
93,5.8,2.6,4.0,1.2,Iris-versicolor,1.9169226,2.408319,1.2809339,1.6124516,1.609438,2.0,0.78845733,1.0954452,True,False
94,5.0,2.3,3.3,1.0,Iris-versicolor,1.7917595,2.236068,1.1939225,1.5165751,1.4586151,1.8165902,0.6931472,1.0,True,False
95,5.6,2.7,4.2,1.3,Iris-versicolor,1.8870697,2.366432,1.3083328,1.6431676,1.6486586,2.04939,0.8329091,1.1401755,True,False
96,5.7,3.0,4.2,1.2,Iris-versicolor,1.9021075,2.3874674,1.3862944,1.7320508,1.6486586,2.04939,0.78845733,1.0954452,True,False
97,5.7,2.9,4.2,1.3,Iris-versicolor,1.9021075,2.3874674,1.3609766,1.7029387,1.6486586,2.04939,0.8329091,1.1401755,True,False
98,6.2,2.9,4.3,1.3,Iris-versicolor,1.974081,2.48998,1.3609766,1.7029387,1.6677068,2.0736442,0.8329091,1.1401755,True,False
99,5.1,2.5,3.0,1.1,Iris-versicolor,1.8082888,2.258318,1.2527629,1.5811388,1.3862944,1.7320508,0.74193734,1.0488088,True,False
100,5.7,2.8,4.1,1.3,Iris-versicolor,1.9021075,2.3874674,1.3350011,1.67332,1.6292405,2.0248456,0.8329091,1.1401755,True,False
101,6.3,3.3,6.0,2.5,Iris-virginica,1.9878744,2.50998,1.4586151,1.8165902,1.9459101,2.4494898,1.2527629,1.5811388,False,True
102,5.8,2.7,5.1,1.9,Iris-virginica,1.9169226,2.408319,1.3083328,1.6431676,1.8082888,2.258318,1.0647107,1.3784049,False,True
103,7.1,3.0,5.9,2.1,Iris-virginica,2.091864,2.6645825,1.3862944,1.7320508,1.9315214,2.4289916,1.1314021,1.4491377,False,True
104,6.3,2.9,5.6,1.8,Iris-virginica,1.9878744,2.50998,1.3609766,1.7029387,1.8870697,2.366432,1.0296195,1.3416408,False,True
105,6.5,3.0,5.8,2.2,Iris-virginica,2.014903,2.5495098,1.3862944,1.7320508,1.9169226,2.408319,1.1631508,1.4832397,False,True
106,7.6,3.0,6.6,2.1,Iris-virginica,2.1517622,2.7568097,1.3862944,1.7320508,2.0281482,2.5690465,1.1314021,1.4491377,False,True
107,4.9,2.5,4.5,1.7,Iris-virginica,1.7749523,2.2135944,1.2527629,1.5811388,1.704748,2.1213202,0.9932518,1.3038405,False,True
108,7.3,2.9,6.3,1.8,Iris-virginica,2.1162555,2.7018511,1.3609766,1.7029387,1.9878744,2.50998,1.0296195,1.3416408,False,True
109,6.7,2.5,5.8,1.8,Iris-virginica,2.0412204,2.588436,1.2527629,1.5811388,1.9169226,2.408319,1.0296195,1.3416408,False,True
110,7.2,3.6,6.1,2.5,Iris-virginica,2.104134,2.6832817,1.5260563,1.8973666,1.9600948,2.4698179,1.2527629,1.5811388,False,True
111,6.5,3.2,5.1,2.0,Iris-virginica,2.014903,2.5495098,1.4350846,1.7888544,1.8082888,2.258318,1.0986123,1.4142135,False,True
112,6.4,2.7,5.3,1.9,Iris-virginica,2.00148,2.529822,1.3083328,1.6431676,1.8405496,2.302173,1.0647107,1.3784049,False,True
113,6.8,3.0,5.5,2.1,Iris-virginica,2.0541236,2.607681,1.3862944,1.7320508,1.8718022,2.345208,1.1314021,1.4491377,False,True
114,6.38,2.5,5.0,2.0,Iris-virginica,1.9987737,2.5258663,1.2527629,1.5811388,1.7917595,2.236068,1.0986123,1.4142135,False,True
115,5.8,2.8,5.1,2.4,Iris-virginica,1.9169226,2.408319,1.3350011,1.67332,1.8082888,2.258318,1.2237754,1.5491934,False,True
116,6.4,3.2,5.3,2.3,Iris-virginica,2.00148,2.529822,1.4350846,1.7888544,1.8405496,2.302173,1.1939225,1.5165751,False,True
117,6.5,3.0,5.5,1.8,Iris-virginica,2.014903,2.5495098,1.3862944,1.7320508,1.8718022,2.345208,1.0296195,1.3416408,False,True
118,7.7,3.8,6.7,2.2,Iris-setosa,2.163323,2.7748873,1.5686159,1.9493588,2.0412204,2.588436,1.1631508,1.4832397,False,False
119,7.7,2.6,6.9,2.3,Iris-virginica,2.163323,2.7748873,1.2809339,1.6124516,2.0668628,2.626785,1.1939225,1.5165751,False,True
120,6.0,2.2,5.0,1.5,Iris-virginica,1.9459101,2.4494898,1.1631508,1.4832397,1.7917595,2.236068,0.91629076,1.2247449,False,True
121,6.9,3.2,5.7,2.3,Iris-virginica,2.0668628,2.626785,1.4350846,1.7888544,1.9021075,2.3874674,1.1939225,1.5165751,False,True
122,5.6,2.8,4.9,2.0,Iris-virginica,1.8870697,2.366432,1.3350011,1.67332,1.7749523,2.2135944,1.0986123,1.4142135,False,True
123,7.7,2.8,6.7,2.0,Iris-virginica,2.163323,2.7748873,1.3350011,1.67332,2.0412204,2.588436,1.0986123,1.4142135,False,True
124,6.3,2.7,4.9,1.8,Iris-virginica,1.9878744,2.50998,1.3083328,1.6431676,1.7749523,2.2135944,1.0296195,1.3416408,False,True
125,6.7,3.3,5.7,2.1,Iris-virginica,2.0412204,2.588436,1.4586151,1.8165902,1.9021075,2.3874674,1.1314021,1.4491377,False,True
126,7.2,3.2,6.0,1.8,Iris-virginica,2.104134,2.6832817,1.4350846,1.7888544,1.9459101,2.4494898,1.0296195,1.3416408,False,True
127,6.2,2.8,4.8,1.8,Iris-virginica,1.974081,2.48998,1.3350011,1.67332,1.7578579,2.1908903,1.0296195,1.3416408,False,True
128,6.1,3.0,4.9,1.8,Iris-virginica,1.9600948,2.4698179,1.3862944,1.7320508,1.7749523,2.2135944,1.0296195,1.3416408,False,True
129,6.4,2.8,5.6,2.1,Iris-virginica,2.00148,2.529822,1.3350011,1.67332,1.8870697,2.366432,1.1314021,1.4491377,False,True
130,7.2,3.0,5.8,1.6,Iris-virginica,2.104134,2.6832817,1.3862944,1.7320508,1.9169226,2.408319,0.95551145,1.264911,False,True
131,7.4,2.8,6.1,1.9,Iris-virginica,2.1282318,2.720294,1.3350011,1.67332,1.9600948,2.4698179,1.0647107,1.3784049,False,True
132,7.9,3.8,6.4,2.0,Iris-virginica,2.1860514,2.810694,1.5686159,1.9493588,2.00148,2.529822,1.0986123,1.4142135,False,True
133,6.4,2.8,5.6,2.2,Iris-virginica,2.00148,2.529822,1.3350011,1.67332,1.8870697,2.366432,1.1631508,1.4832397,False,True
134,6.3,2.8,5.1,1.5,Iris-virginica,1.9878744,2.50998,1.3350011,1.67332,1.8082888,2.258318,0.91629076,1.2247449,False,True
135,6.1,2.6,5.6,1.4,Iris-virginica,1.9600948,2.4698179,1.2809339,1.6124516,1.8870697,2.366432,0.87546873,1.183216,False,True
136,65.7,3.0,6.1,2.3,Iris-virginica,4.200205,8.105554,1.3862944,1.7320508,1.9600948,2.4698179,1.1939225,1.5165751,False,True
137,6.3,3.4,5.6,2.4,Iris-virginica,1.9878744,2.50998,1.4816046,1.8439089,1.8870697,2.366432,1.2237754,1.5491934,False,True
138,6.4,3.1,5.5,1.8,Iris-virginica,2.00148,2.529822,1.410987,1.7606816,1.8718022,2.345208,1.0296195,1.3416408,False,True
139,6.0,3.0,4.8,1.8,Iris-virginica,1.9459101,2.4494898,1.3862944,1.7320508,1.7578579,2.1908903,1.0296195,1.3416408,False,True
140,6.9,3.1,5.4,2.1,Iris-virginica,2.0668628,2.626785,1.410987,1.7606816,1.856298,2.32379,1.1314021,1.4491377,False,True
141,6.7,3.1,5.6,2.4,Iris-virginica,2.0412204,2.588436,1.410987,1.7606816,1.8870697,2.366432,1.2237754,1.5491934,False,True
142,6.9,3.1,5.1,2.3,Iris-virginica,2.0668628,2.626785,1.410987,1.7606816,1.8082888,2.258318,1.1939225,1.5165751,False,True
143,5.8,2.7,5.5,1.9,Iris-virginica,1.9169226,2.408319,1.3083328,1.6431676,1.8718022,2.345208,1.0647107,1.3784049,False,True
144,6.56,3.2,5.9,2.3,Iris-virginica,2.0228713,2.5612497,1.4350846,1.7888544,1.9315214,2.4289916,1.1939225,1.5165751,False,True
145,6.7,3.3,5.7,2.5,Iris-virginica,2.0412204,2.588436,1.4586151,1.8165902,1.9021075,2.3874674,1.2527629,1.5811388,False,True
146,6.7,3.0,5.2,2.3,Iris-virginica,2.0412204,2.588436,1.3862944,1.7320508,1.8245493,2.280351,1.1939225,1.5165751,False,True
147,6.3,62.5,5.0,1.9,Iris-virginica,1.9878744,2.50998,4.15104,7.905694,1.7917595,2.236068,1.0647107,1.3784049,False,True
148,6.5,3.0,5.2,2.0,Iris-virginica,2.014903,2.5495098,1.3862944,1.7320508,1.8245493,2.280351,1.0986123,1.4142135,False,True
149,6.2,3.4,5.4,2.3,Iris-setosa,1.974081,2.48998,1.4816046,1.8439089,1.856298,2.32379,1.1939225,1.5165751,False,False
150,100.6,3.0,5.34,1.8,Iris-virginica,4.6210437,10.029955,1.3862944,1.7320508,1.8468788,2.310844,1.0296195,1.3416408,False,True
